CodemixedText,HateorNot,text_length,matched_words,has_profanity,total_severity,Rule_Hate
hate ko ghas khe la ne gay a hai,0,32,[],0,0,0
enhi fans ne sabhi ko srk se hate karne pe majboor kar diya,1,59,[],0,0,0
banda ek baar soch le ki chal khud ko indian man lun lekin yaar yeh lynching rape gau mutr is sab ka bhoja kaun uthayega,0,120,['banda'],1,7,1
jis tarha quaideazam par larrki nay jhota rape ka case banaya tha train mainaj ausi darmay ko colourful adakaron pe shoot keya gaya,0,131,[],0,0,0
bhai sab thik haintum srk ko hate karte ho thik haibut krk ko sir bol rahe howtfusli fake followers hain,1,104,[],0,0,0
madhav ji pakkis tarah ki bhasha samajta hai aap to acchi tarah se jante hainjab tak pak rahega cross boarder terrorism khatm nhi hoga,0,134,[],0,0,0
abbi abhi khabar aye hai bada inkishaf hua hai ke imran khan ke khilaf jhuta propaganda krne pr twitter ne hamid mir ka rape kr diya,0,132,[],0,0,0
iska gang rape ho gaya,0,22,[],0,0,0
ab raat ho gayi hai ghar sai bahar mat ana warna rape ho jai gi chal bhag bhosdiki,0,82,[],0,0,0
kia wo rape sy barh kr hai,0,26,[],0,0,0
i hate her yaar har koi issi ka name diye jaa raha ha,1,53,[],0,0,0
jesa khan begerat he wese hi hon ge in pojne wale i hate niazi pasha no,1,71,[],0,0,0
mere jaan i hate geobut hamid mirik ka bht allaaw frend haidear koi girl media pay awen e ni atiimran farsihta niinsan hai,1,122,[],0,0,0
now i hate aap or kejri ye chhal kinrajniti h,1,45,[],0,0,0
pehlay tu yeh bata teri bhai ne teri bhen ka rape kiya tu usme se to nahisalay chutiya log kaunsa zamanay mein rehtay hain kali gand,0,132,"['chutiya', 'kali']",1,10,1
padho tumhari terrorism padhyi ham to desh bhakt hi thik hai,0,60,[],0,0,0
tu jakar apni bakriyon ki our gadho ki our apni panchayto ko rok jo jo ek kadki ka rape karwatebhai pure gaav ke saamne,0,119,[],0,0,0
arya fan par arjun kyu hate list me aate ja rhe homaya k liye socha ki usko kaisa laga hoga bachpan me baap ab tum sab dhoke baaz,0,129,[],0,0,0
we hate naam sethi,1,18,[],0,0,0
bhai nuksan pain izzat to sirf ek ladki ke he gyi jisne rape kiya uska to kuch bhi nhai gya,0,91,[],0,0,0
aisa kuch nahi i hate it,1,24,[],0,0,0
tumche gambhirya disale amhala mahad durghtnechya veli shame on prakash mehtawe hate corruption mind it guilty asal tar sodnar nahi,1,131,[],0,0,0
bhai tum log pehle apne mulk ko sudharo phir pakistan mein dekho india mein har din rape hote hain googel pe yeh bhi zara dekho janab,0,133,[],0,0,0
bhati sab ek foji ne asma jahngir ki sath rape kia tha air ek bacha hoa so adalat gye insaf ni mila tu ab wo media ko be na bteye had ha,0,136,[],0,0,0
lolzzz is pagal rundistani k twitter pe kisne account banadiya chosde ka apni gav mata ko bacha aur apni beti ko gang rape sechal phut,0,134,[],0,0,0
i hate shopping not i go for it bas kabhi zbrdsti bhyi kya main khawateen k dabbay sy kharij hun,1,96,[],0,0,0
same same neha mujhe bhi thand bohat lagti hai ñd i hate winter i wait summer but abhi toh mahine thand mein jeena hai,1,118,[],0,0,0
gau rakshak kahan hai unki maata ka rape hogaya hai,0,51,[],0,0,0
o jhandu balm aaj mera ek fauzi bhai shaheed hua jk me islamic terrorism ki goli se tu chutiya aaj tweet nhi krega jhantu,0,121,['chutiya'],1,5,1
kitni shiddat se u hate pyar,0,28,[],0,0,0
party bana bhi loge to bahut jaldi pm ban jaoge neta ji modi hate me pagal ho gaye ho nitish ko akl aa gayee mahine me,1,118,[],0,0,0
kasi haters gonnaa hate hate hate hate,0,38,[],0,0,0
bharat k musalmano ne har terrorism ko nakar diyaaj har din ap mobe bana kar nirdosh musalmano ki hatya kar rahe phir bhi muslim silent,0,135,[],0,0,0
jab apka sabse acha friend he apka mazak bana ne lage to sumjh lo dosti naam ki koi chez nahi hote i hate u aap ko to maine apna,1,128,[],0,0,0
pushpa i hate tamatar re bahut mahnge hai,1,41,[],0,0,0
peshawar ki clock idhar kyu dhika rahe ho suna ki pak me sirf aur sirf bakri ko rape kar jata he,0,96,[],0,0,0
dekh tere sansar ki halat kya hogai bhagwan k bachiye ko rape krha musalman pictwittercomafntgxuig,0,98,[],0,0,0
pushpa i hate tinde ki sabzi re,1,31,[],0,0,0
isko allah ne aadesh diya hoga ya kuran mai likha hoga ya khuda ye tera kesa dhrm h jo tu spne mai aake rape krne ko khta h,0,123,[],0,0,0
aurat ny pore twitter ko ganda kar diya koi aysha ko batye rape hota hia tu medical bhi hota hia ilzam lagya hai tu sabot bhi dy,0,128,[],0,0,0
mujhe ludo se sirf rt khani haii hate ludo,1,42,[],0,0,0
agar allah na karen imran y kisi aur ki behan pe esa ilzam hota kya saboot istarah mange hate kuch khuda ka khof karen,1,118,[],0,0,0
school me jbran islam kabul karvane par chup aur vabdematarm pe jaise kisi ka rape ho gaya ho vaise behaviour karte hai,0,119,['chup'],1,1,0
school me ya kahi vandemataram bolne pe pure bharat me jaise kisi kom par rape ho gaya ho vaise behaviour karte hepar school me islam kabul,0,139,[],0,0,0
asaram bapu ji per case banata hi nhi hai fir me rape ka ullek nhi hai dr swamy,0,79,[],0,0,0
vipaksh ko jab koi kaam nahi tha toh woh in ladkiyon ka huq cheen liyab up was rapemolestation capital crime ki duniya ka badshah tha,0,133,[],0,0,0
pmln itni beghert party hai k ye kal ko bhi imran khan par rape ka ilzam lagany k lye bhol sakti hai be sharm nawaz ganja,0,121,[],0,0,0
irony gaumata ke naam per terrorism khud phela rakhey hai half chaddi aur half knowledge dangouras hai islam duniya banne se lekar aaj tak,0,138,[],0,0,0
bibi ko hate pasand hai,0,23,[],0,0,0
yad hate hi honke pictwittercomakpeqxqh,0,39,[],0,0,0
dekho bhai very simple jab kise bhi lady ka rape hoga to mera dost public place main zahir hai nai hoga kise soonsan jaga phir he hoga,0,134,[],0,0,0
the nation hate gulalai gulalai ne apna aur apne saare khandan ka sar sharam se jhuka dia lekin sharam se to wo nawaqif hein,1,124,[],0,0,0
n we hate u tereko log bas gaali dene ke liye follow karte haitu kabhi apne comments khol ke padta hailog kitni gaaliya dete h tujhe,1,132,[],0,0,0
mullah fatwa nikala jai shree ram bolnepe idhar to sasura bachdeka rape kardia bolo un katuwa loganko fatwa nikale,0,114,[],0,0,0
gula lai ko choro ye batao aysha ahad ka kiya bana jiska rape kia tha hamza shahbaz nay kiya ameer muqam nay usay cal q nahen ki,0,128,[],0,0,0
jaipur main muslims ne jain shadi shuda aurat ka rape karke iska ghar lut gaye kiya hua,0,87,[],0,0,0
fir to apme or congress me farak nahi me koi option dekhege dono muslim support karte ha vote bank ke liye i hate namo,1,118,[],0,0,0
sirf rape hi nahi kiya hrgay komanipulation karwake izzat ki dhachiya tak uda diyakaam tak nahi mielga ab hrgay kocareer over hogaya,0,132,[],0,0,0
jetnay aap akhlaaq say ghir gaye ho hosakta hai aap agli baari keh day kay ik nay meri bewi ka rape kar leya thaa,0,113,[],0,0,0
hindu to rape karne ke baad bhi rehta hai ek criminalwhat is ur point,0,69,[],0,0,0
yup and this is most disturbing part of this yaani yaar rape ho jaey us larki ka koi na poochy k aagy uski life kysi guzray gi,0,126,[],0,0,0
drmms saal tho chup rahe aur barbaadi ke ore leke gaye hindustan ko hindu terrorism ko staapit karne koshish kiya ab kyon bol rahe ho,0,133,['chup'],1,1,0
asaram bapu ji per case banata hi nhi hai fir me rape ka ullekh nhi hai dr swamy,0,80,[],0,0,0
arjun uska sath de raha h jisne uski wife ka rape krne ki kosish ki thi aur bache ko tak mar deta bahaut shi ja raha h,0,118,[],0,0,0
iss tarrah na ahli nahin no sakti haan kisi pr rape ka ilzaam lagwa do tu shayd,0,79,[],0,0,0
rutvik ji aap chale jaiye na border par bolna bhot aasan hota hai sir ji congress ki vajah se hi terrorism bada hai,0,115,[],0,0,0
kaun hai eh bhai logo iska bhi rape kardo na bahut bechen hai eh mahila shayed peechlee janam ki esi icchaa hai iskibjp k time do it,0,132,[],0,0,0
geeta ye nahi bolti ki ladkiyo ka rape kro kisi jeev ki hatya kro sayad aapne geeta to padhi lekin geeta ka arth nahi samjha,0,124,[],0,0,0
kaun rapper acha gaata hai bhai i hate all bas music ka kachara karne aaye hai sab,1,82,[],0,0,0
we pakhtoon hate,1,16,[],0,0,0
celeb ban jaon phr kr lena hate,1,31,[],0,0,0
aparte aaggg hate this,1,22,[],0,0,0
bhai kisne hate kia,0,19,[],0,0,0
india ki news chor pakistan ki news padh panchayat ne rape ke badle rape ka ailaan kiya tha,0,91,[],0,0,0
aur tum kheen ya na kh do k shahbaz sherf ny mera rape kya ha,0,61,[],0,0,0
ye tu woi bat ho gai key kal sunnly leon bhi rape ka ilzam lagana start kar dey,0,79,[],0,0,0
annaji aapne kejriwalji ko kyu promote kiya i now hate every person with anna in name,1,85,[],0,0,0
fazol tweet ki ha apne aqaawo ko khush krnewarna rape b ho jaye to tests sy pata chal jata ha wo evidence k tawar use hota ha,0,125,[],0,0,0
admi acha kaam kare to b bhakto k chati pe saanp lotne lagte k ye acha kyun karra bhakto ko padwaoo to ye hate mongring lies chor dege,1,134,[],0,0,0
shaheed e hindustan ki shahadat zaya nahi jayegi towards end of terrorism in,0,76,[],0,0,0
ha di mei bhi shadi ki baad hi kerahata shadi ki baad hate story bilkul pasand nahi hai muje weve seen once na y again hate story aft shadi,1,139,[],0,0,0
tum to saale bakri aur bhes ka rape kr dete hon hme sikha rhe ho saale khud ki saghi bheno ko chodte ho saale sewer ki aulad,0,124,[],0,0,0
alisha ahmad k rape aur phir os waqat kaha tha tera andar mbin qasim,0,68,[],0,0,0
we do appreciate bhai but kabhi kabhi achi filmo ko bhi aap rape kar dalte ho,0,77,[],0,0,0
matlab ke ab agar beef nahi kha sakte to cow ka hi rape kar daalo,0,65,[],0,0,0
yaar i hate this weather barish krwao ajati hun,1,47,[],0,0,0
baapuji ne khud kaha tha ki tihaar jail jaane ka man ho raha hai chalo tihaar na sahi jail toh gayehe has serious charges of rape,0,129,[],0,0,0
haha sahi ho k twitter vari hate dekhda achammai vaisake,1,56,[],0,0,0
north hate north gatee,0,22,[],0,0,0
fawad ch wo bhai hai jiski behen ka rape hu raha ho tu boley ga behna mein ne tu bola tha sleeveless na phena aj woh bhi pink lanat,0,131,[],0,0,0
ye hmari gairatmand qoum haiinhy kch mat kahay plz warna ye kabba m bethi hawa pay jism faroshi ka ilzam laga kar uska rape bhi karday gy,0,137,[],0,0,0
gayathiri raisa julie enna aarav ku security ah oviya rape pannama irukka,0,73,[],0,0,0
but mujhe hate q karte ho,1,25,[],0,0,0
wo gandagi khud krte hain but jab rape hojaye to wo b apni jahalat dikhate hain,0,79,[],0,0,0
abhi tou keh rhy thy pyar hy ab hate you kya ye khula tazad ni hy,1,65,[],0,0,0
tumhare yahan to bakri se bhi gadhe se bhi rape hota hai,0,56,[],0,0,0
or jo madical rape date hain wo kidhar chorti ho,0,48,[],0,0,0
tu ny gandi shakal banaie hoti rape victims ki tarhan ki,0,56,['gandi'],1,3,0
ek patni pr usko pr ye samaj ki kt putli hein jb chahe ladki ko maar diya jb chahe rape kr diya aur india,0,105,[],0,0,0
aj ai nijum raate mone pore she fale asha din gulo kotha mone pore she sobuj a path mathe tmr hat dore hate chola din golo,0,122,[],0,0,0
viv ko ek din ms dikha hai nd day bhool jati hai hate this,1,58,[],0,0,0
aryan chaudhary par rape ke case chal rahe hain,0,47,[],0,0,0
nahikoun bolai hate him,1,23,[],0,0,0
kahi tu b unki yalgaaro ky natijy me paida howa hoga rape kar kay jafi pushti start howi jogi,0,93,[],0,0,0
yaha pe log apne fvrts ko support kam bani ko hate karne mei zyada zor laga thi hai,1,83,[],0,0,0
ki jo maggi ji se hate karte hain wo muslim hi hote hain,1,56,[],0,0,0
vo pta chalra h modiji ko jis vajah se hate kr re ho tum,1,56,[],0,0,0
imaam ke imaan ka rape ho gaya satak gaya hai gandu imaam ko open challenge hai aa jaa maidaan mein par naha ke aa,0,114,['gandu'],1,8,1
bhaiindian bhulakkar hote hesan bhul hate henotebandhhikya hua,1,62,[],0,0,0
pagal ko kya hua aaj u hate emoji na,1,36,[],0,0,0
sirf mannu manveer jaisi chugli wali aunty ko lana or last tak le kr jana what d hell i hate mannu manveer,1,106,[],0,0,0
karna bhai hate kar mujhe bhi kar taras raha hu tere hatred ke liye,1,67,[],0,0,0
congress ki sarkar gai usko saal ho gaye par kuch bikau media aaj bhi wo nhi bhul paye chattichgadh mahlia par rape huwa waha chup,0,130,['chup'],1,1,0
ab hate karain ya love phunsay parray hain maanna tu parrega sardi nikli ja rahi hay,0,84,[],0,0,0
i hate that frdship bani is selfish woh kise ki frd nahi bna sakta din tak bani ko nitibha nahi dekh kya,1,104,[],0,0,0
hahhaah i hate girls who call bhai abby bhaee bhai sirf apna sagaa zaati huta hai hr rah chalta bhai ni hta jisko bhai banake bth jti hen,1,137,[],0,0,0
kitny logon say chudai karwai hay kuty ki auladsari raat apna rape kara ka dosrun par bhonkti hu,0,96,['chudai'],1,7,1
saudi arab wale rules laao fr baat banegi rape ki saja me bechara usse hi hath dho baithega,0,91,[],0,0,0
i dnt hate anyone jo sach hay wohi bolrahihoon,1,46,[],0,0,0
allergy kafi sahi word hai hate it,0,34,[],0,0,0
haan aur aap ke neta to ration card dene ki evaz mein rape kar rahe hain,0,72,[],0,0,0
kani fan koi bhi dikh jaye iske dramas se bttr hai i hate such negative peeps,1,77,[],0,0,0
mery ankon me tum saf nazar hate o,0,34,[],0,0,0
veer ji upa govt woman security ke liye alag se woman bank khol rahi thi jaise bank me rape hote ho,0,99,[],0,0,0
he he he i hate him so much na ke dil se nikalta hai,1,52,[],0,0,0
jo bhi hindu ya muslims ka shabd bhi use kare woh ache nahi ho sakta he plays divide and hate politics,1,102,[],0,0,0
ye kis taraaki jel hai kabhi keadi bhag hate hai to kabhi keadi ke ayse mamle same date hai,0,91,[],0,0,0
ghusa teesri shadi k baad thanda hoga i hate insafians and love u miyaa sahib,1,77,[],0,0,0
log music me rap karte hain aur ye bhai music ka rape krte hain,0,63,[],0,0,0
anna ntr ki krishna ki jarigina rape tho polchukunte adhi pedha gang rape,0,73,[],0,0,0
woh nishant ki wajah se akkian ad ko troll karte hai incl medm me humari grp me yahi baat hoti hai nishant hate faila raha,1,122,[],0,0,0
ami ekjon soldier hoye oo police khuv hate kori,1,47,[],0,0,0
errip thanani ki anthe leda ila anukune palakollu lo lady chethi lo rape ki guri ayyadu,0,87,[],0,0,0
agar dum hai toh kuch ayese politican hai jinpe rape chargers hai unko jaake boalo na unpe mardani kyu nahi dekhate,0,115,['dum'],1,2,0
agar ye sab serious hote to ab tak nirbhaya rape case k dosio ko phansi ki saza ho chuki hoti aur aise logoe k dil me kanoon ka dar baithata,0,140,[],0,0,0
aki hii ni hate speech twittercomlagwwncdw,1,42,[],0,0,0
maro anankvadi imamo ko talwar se kat dena chahiye hindustani hijre ho gaye hai jitne imam hai wohi terrorism ko paida karte hai,0,128,[],0,0,0
aur shanghi bhajpiye tab jaagte hain jab dange karna ho ya rape ya loot machana ho ya bomb banana ho,0,100,[],0,0,0
aur shanghi bhajpiye kewal tab jaagte hain jab danga karna ho rape karna ho loot machana ho ya bomb banana ho,0,109,[],0,0,0
ami jani amake onek manush onek hate kore ami kintoo tader ke oneek oneek bhalobashi allah malik knows my,0,105,[],0,0,0
bhai sir aapko spelling mistake me taklif hai woman ko rape karne me nahina hi ek bhi tweet,0,91,[],0,0,0
wo sala to baba hai asha ram ki tarha tabhi to us par bhi rape case laga hua hai kutte sirf bhaukte hi hai,0,106,['kutte'],1,2,0
i hate nikolai,1,14,[],0,0,0
sheru meri jaan apne shakal dikha mujhe dekna hain tere ma ka rape ka outcome kya tha,0,85,[],0,0,0
kbhi india walo ki soch liya kro jo ladkiyon ke rape ho rhe h usse to rok nhi skte aap aur baat krte h,0,102,[],0,0,0
ab koi or dhund raha hai jo kuch time k liye tary sath theek ho or phir tujy hate krny lagy,1,91,[],0,0,0
and i hate girls jo larkon k abuse karne k bawajood un se bat karti hain,1,72,[],0,0,0
aur kapil sir ka show dekh kar to sare gum door ho hate hai,1,59,[],0,0,0
maam ye apne ek dum sahi kha hai logo ko smajhne ki zarurat hai rape netao ke nai ho rhe h bharat ki nanhi pario k ho rh h,0,122,['dum'],1,2,0
i hate this word ek waqt tha jab mai is word ko sunne ke liye trash rahi thi but ab ghin aati hai is word se,0,108,[],0,0,0
kyu be chakke rape ho gaya na kalwe ka pictwittercomjmpohqjlv,0,61,[],0,0,0
english bolne nahi aati toh uska rape toh mat karo,0,50,[],0,0,0
aatak baadi tabhi hate gha jab ham aam public jokna rhe unpe kari nazar rakhe to aatak khtm ho jaaye gha,1,104,[],0,0,0
madam aaj meri bahan ka rape kya gaya ha wo saal ki mentally and physically challenged hai mujhe aap ke mdt ki jarurat,0,118,[],0,0,0
himesh i hate him kya mike laga ke rakha hai kya gale mein,1,58,[],0,0,0
eakdam sahi kha pta nahi kab hate ghi aesa soch,0,47,[],0,0,0
bhai hate ni pyar phailata ha or jo pyar se nhi manta na wo usme itne ched karta ha ki wo confused ho jata ha ki sans kaha se le aur,0,132,['ched'],1,8,1
punjab me terrorism ki jimmebar to bjp ki dost log he jhooth ki bhi ek had hoti he,0,82,[],0,0,0
pakistan me rape nahi hotey kya rape ek mard karta he phir chahe kisi bhi mazhab ka ho,0,86,[],0,0,0
chiiiii hate himmrgupta,1,23,[],0,0,0
hamare yahan yeh crime hai tumhari tarah mard ka hak nahi hai isliye hum ise rape kehtey hain aur report kartey hain,0,116,[],0,0,0
muslim kafiron sa phir bhi lakh guna achy ha tumhary hindu india main her jaga rape kar rahy hai un per bat karo,0,112,[],0,0,0
aur koi arguement kar lo reh gaya hai tou saara din kis ka ser khaati ho bestie hate you yeh bhi tweet ker rahi hain,1,116,[],0,0,0
pm apna vada nebhae bename sampatte rakhnewalon ko paker ker unke sampatte rajsat kare peche na hate,1,100,[],0,0,0
sir meri chhoti bahan ka rape aaj hua hai,0,41,[],0,0,0
,0,0,[],0,0,0
sir mere behan ka rape hua hai aaj mere gaon mein gav ke hi ek aadmi ne rape kiya hai please meri mdt kare,0,106,[],0,0,0
taagi padipoyina amayini cheste rape e avuddi,0,45,[],0,0,0
sasti lokpriyeta ke liye chote sale modi ji per galat salatjhuta mudda it hate rahta hai,1,88,[],0,0,0
lolwa hate toh mai bhi nahi kartalekin ainvey hi,0,48,[],0,0,0
madam ji hate krne k lie phle seats le aao loksabha m,0,53,[],0,0,0
ghaaaad pashagitun jud daw ug rape,0,34,[],0,0,0
haan sach mein to bilkul modi ji andhe ban gye tribals ke rape par waha to polity ka natak nahi hoga sayda,0,106,[],0,0,0
vo bhi rape k maze le rhi hai,0,29,[],0,0,0
tum laave ho maulana tumhara rape kissi aur se nai hota dekh sakta main khud kerna parta hai,0,92,[],0,0,0
i hate bani nafrat krta hu mai tujse tune bhai se attitude se bt ki i hate uuuuu bani kuttiya,1,93,[],0,0,0
agar third eye insan dare to rape case zero ho jaye n sare imandar hojaye,0,73,[],0,0,0
pehle ashram mai jo rape kar rahe hai baba log larkiyon ka unhe to bacha le,0,75,[],0,0,0
sir mai purnea bihar ka hu yaha hindu ke sath muslim ne rape kr ke mar dala postmartam report v change kera diya gya haikoi kuch nhi kr raha,1,140,[],0,0,0
abe gaddar tu sirf hindu k khilaf hi qu bolta h dum h to muslim logo ne kashmir girls ka rape kiya tha uspar b bol,0,114,['dum'],1,2,0
jyada nhi degree se niche nhi jata i hate it abhi degree hai btao i was temp in minus,1,85,[],0,0,0
meri tl pe shadeed mohabbat ka virus phelta hua dikhai de raha tha to main ne unfollow kr diya mohabbat k thekedaar apna karobaar kisi aur ki tl pe chamkaen i hate love,1,168,[],0,0,0
aur madarse me maulvi rape karte hain to owaisi aur tere jaise log un maulviyon ke support me aate hain hai na,1,110,[],0,0,0
pakistan bhi khareed lena jab aukaat itni hojae magar pehley in paison se toilets banwao or larkiyon ko kapre pehnao poori tarhan taky rape km hon or gandagi bhi,0,161,[],0,0,0
are aisa kuch nahi hai bhai mai abhi bhi srk ka hi fan hoon or rahunga but ab akki ko bhi respect krta hoon kyuki hate krne ka koi reason hai hi nahi,0,149,[],0,0,0
ab allhaa jane pakistan ka kya hoga majhab or peson ke liye terrorism felane bale jab desh ke politics aa rahe hain a sa lag raha he ke jese suraj west se nikla hey chor ke haat mein tijori dene jesi bat ho gayi ya phir kehelo ki billi ko machhli ki rakhbali karne ko,1,267,[],0,0,0
religion ab peace se jyada hate failane ke liye use hota hai,0,60,[],0,0,0
jitni drama hai utni hi ghatiya kud dry fruits bed me chupakar khati ho aur vikash ka khana dekhti ho uske chalne ka majak banaya vikash ne video dekha fir v issue nahi banaya aur tumhari chal se lagta hai ki delivery k bad aunty aa rahi hai i hate you,1,252,[],0,0,0
mai india se chode gaye k pakistanis army men se puchna bina rape ke liye rape kaise hota hai,0,93,['chode'],1,6,1
ashram me rape karna sikhya jata hai sabko malum hai,0,52,[],0,0,0
bhai ko koi kese hate kr skta,0,29,[],0,0,0
aisa koi baat nai haiaise logo ka mai suport nai kartaaise rapist ko kutte ki maut dena chahiye sirf yeh bolke nai jo rape karta hai usko,1,137,['kutte'],1,2,0
u know aise gatiya fanz ki bagah se shilpa ko bahot log hate karta hai jab dekho bina baat ki gali dena n unrespect karna hadh hai brainless ppl,1,144,[],0,0,0
to bhi dhiyan rakh kahin teri izat na lut jy tera rape na ho jayhaha,0,68,[],0,0,0
khud kisi ko hate krte ho to apne aap ko ya apne perception badal paate ho,0,74,[],0,0,0
itni nafrat to kya to pakistan ke atankwadio mein dekhe ko milte h ya aap mein sirji jis thali mein khate ho usi mein ched karne ka plan h kya lag raha h iski gaddari par chhabuk chala h jo itna tilmila rahe h,1,209,['ched'],1,8,1
shweta mamitni izat denay walay rape nhe krty bharvay,0,53,[],0,0,0
padmavati pr film banaoge zinda jala denge naak kat denge aashram mai rape karo acid attack kro koi nahi,1,104,[],0,0,0
saal phle koi peg wala amber ek saal ki ladki ka rape kia ab kisi ka khoon khol rha hain kya,1,92,[],0,0,0
tu madras chaap jahil ki baat krega khud ki ammi khala behen ka rape karta hai halala karta allah chillane wala aatanki hota hain aur tu hain woh aatanki samjha bete,1,165,"['aatanki', 'aatanki']",1,8,1
didi hate toh bhi karte hain unpe kuch comment karoge,0,53,[],0,0,0
in behencdo ke ghar pe hi adhe rape hote hai jo report nahi hote honge aur ye dusro ke ghar pe jhakte he chaman c,1,113,[],0,0,0
bina deepika kabhi c nahi dekhe chadarmod ne tiger ne hakle ke career ka rape kar diya din me aur tu atg ka moot pee raha tere star ko bol ek clean hit deke dikhaye chakke,0,171,[],0,0,0
modi ne kon sa promise poora kiyaab tak kitne sainik mare kitni ladki ka rape hua kitne log vaise he maar diye gaye note banddi me log maare gaye in sab pe white paper tera chacha nikaalega,1,189,[],0,0,0
yasss power of hina fans proud to be one of them churan patliya darr gaya aukat nahi hai uski ki itne fans ho uske infct uske fans hi usko ab hate kar rahe hai unhone b zillat k laddu khilaye hai,0,195,[],0,0,0
ek hota he hate or ek hota he lovelove ki nazar to he shilpa ji,0,63,[],0,0,0
bki hate howo hate wala nazar kiske lya he yea samajh ne k lya app kafi samajhdar he,0,84,[],0,0,0
chup kar kya kuch nhi boli shilpa se uski baad v woh chup rahi thi aur tumhe khana di thihate u never want to see u again,1,121,"['chup', 'chup']",1,2,0
ye terrorism toh band karoge lekin ye feminist ke aatank se kaise bachoge,0,73,[],0,0,0
pyaar sai hate kertay hain na,1,29,[],0,0,0
international media ne sahi survey kiya ha k bharat me hr mint me ak auret ka rape hota ha so ap k baat or wording se yaqeen ho gea k kia respect deity or kis trah se female k sath ap log baat krty ha choro abi ki baat kro kl kis ne dekha hm abi invite kre ha ajao,1,264,[],0,0,0
iska to rape bhi hona chahye tha dehli mai,1,42,[],0,0,0
yaar ye heena ro ko bula rahi hai lekin awaz se poori dunia ke kaan band krwa rahi hai kaisi pagal hai yaar ye i hate her bhot jyada gandi gali aa rahi hai is pagal ko dekhkr,0,174,['gandi'],1,3,0
apko sirf glass shield itni takleef de rahi hy us terrorism ka kya jo ne pak me kiya un maaon aur biviun ka kya shame on u,0,122,[],0,0,0
tu karwa suwar ki aulad hai suwar ne rape kiya tha teri ammi ka apni soch gandu allahchodi,1,90,['gandu'],1,8,1
kulbhushan jadhav ji ki family ko lautate waqt wait karna padha coz jo service k liye appointed tha vo of k mai gaya hoga,0,121,[],0,0,0
sheed huwe too mar gairaye gee dostbut piche nhi hate ge pakistan ka baap hai india aur ushko ek din jhukna hoga,0,112,[],0,0,0
aur dosri baat kulbushan jadhev ajmal qassab hai ajmal qassab tak india ne access di oska tu yebi nahi pata tha pakistani hai ya indian hindu hai ya muslim kulbashan terrorist ne tu khod bol diya me terrorism k liye kaam karta tha,0,230,[],0,0,0
arshi out hoke shirf nagative hi bole rahi hainow i hate her,1,60,[],0,0,0
aisi aurtain hoti hain jo jaan boojh k rape waalay ilaqe main jaati hain pakistan milgaya toh rape kaise hoga aapka,0,115,[],0,0,0
gayo jogi to gayo waise bhi yeh bahana ban jayega par who likes modi or jogi say dey hate them,0,94,[],0,0,0
mi tu kisiko hate nhi karti kya bigaada hi apna,0,47,[],0,0,0
haha so so so true aise hi nhi i say ppl aadhe hina karan show dekhte hai chahe hate hi krte hoadhe hina karan shows mei jare hai jinko kutta bhi nhi puchta aur mu fer ke chla jata haihina is fab,0,195,['kutta'],1,2,0
hindutva ko to inka baap bhi nahi rok sakta aur terrorism ko to ye useful idiots khud badhava dete hain,0,103,[],0,0,0
milawat tumhare hui hai invaders ke rape ke dwara,0,49,[],0,0,0
she is just sabji me dhaniya i just hate dhaniyan i boycott that sabji too,1,74,[],0,0,0
haa tumhe toh bakriyo ka aur murgiyo ka rape sikhaya jata hai isiliye tumhare yahan sirf bakriyo ke hi hospital hai baaki sab toh bimar paki india se bhik mangte hai visa ke liye taaki apna ilaaz yaha aakar kara sake ye le tere liye gifts aur inka rape karle,1,258,[],0,0,0
humare yaha insaan rape hota hain aur waha bakri gadha kutte deadbodies khusre sab kuch rape hote hain dunia haasti hain in par aur yeh tweeter pe aate hain fake jihad karne are iss fake jihad se bakri nahi milegi phat ke nikal ke pictwittercomptokzdbyhd,0,254,"['gadha', 'kutte']",1,3,0
christmas wish karna haram hai dance haram hai music haram hai chess haram hai painting haram hai biwi ke saath photo dalna haram hai par terrorism halal hai kaffiro ki aurato ka rape karna halal hai gareeb logo se zabardasti islam qabool karana halal hai,1,255,[],0,0,0
is dehati peerzada the begger of america ko bulate kyu he show me lehaz nahi he baat karne ki pakistani o se aur ummid v kya kar sakte he ye log to terrorism ke liye apne maa baap biwi bacche ko v bech sakte he,1,210,[],0,0,0
haha ek din baad main azaad hone wala mulk ab rooti kaa tanna mary ga ooo bhai thek ha tmre haan roti ha khate ho nahi time ki pet hagne k liye urto ka kuch kro ghr mn bahar ja k rape krwa k aa jati hain bechrikhane ko chor hagne ka soch beta,0,242,[],0,0,0
saal kia hai bhai tere ram bhagwan ne to sal ki sita ka rape kia tha ramayana ka aranneya khund kabhi padh lena,1,111,[],0,0,0
logic chutti apni jagah hai or hate apni,0,40,[],0,0,0
puneesh is really very bad person insaniyat hain hi nahi usmei vikas ne usko yaha tak laya varna vo kab ka eliminate ho jata hiten ke jage voh jata hate him,0,156,[],0,0,0
rape toh tum janti ho sab se jada porkistan mein hota hai baap apni beti ka beta ami ka and yeh sab allowed hai tum khud janti ho tum kitni baar so chukie ho abba ke sath porki ho yaa rape yaa terrorism aur kuch hai karne ko tumhare neech desh mein,1,248,['neech'],1,7,1
toh tu mahabharat q padh raha hain quran padh allah chilla aur maar de hum logo ko aur rapist jesa sal ki ladkiyo se rape kar,1,125,[],0,0,0
